,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Saskylakh,56,RU,1509153860,76,71.92,114.08,5.03,12.82
374,Yurla,88,RU,1509154139,76,59.33,54.32,14.71,2.98
375,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
376,Geraldton,75,AU,1509152400,52,-28.77,114.6,66.2,11.41
377,Aklavik,90,CA,1509153120,92,68.22,-135.01,28.4,2.24
378,Rudsar,75,IR,1509148800,88,37.14,50.29,66.2,6.49
379,Innisfail,0,AU,1509154140,41,-17.53,146.03,83.78,2.01
380,Hardrock,90,CA,1509152400,92,49.72,-86.88,26.6,11.41
381,Mathura,0,IN,1509153778,61,27.5,77.68,63.13,2.75
382,Hilo,90,US,1509152820,78,19.73,-155.09,73.4,3.36
383,Pevek,56,RU,1509153929,100,69.7,170.31,8.32,9.35
384,Amparihy,20,MG,1509148800,88,-25.02,46.97,73.4,6.93
385,Lata,0,PT,1509148800,72,40.16,-8.33,60.8,2.24
386,Khatanga,64,RU,1509154141,85,71.97,102.5,5.08,13.15
387,Krasnogorskoye,0,RU,1509154141,77,57.71,52.5,16.15,2.75
388,Durban,92,ZA,1509153921,100,-29.86,31.03,63.08,19.13
389,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
390,Manjacaze,92,MZ,1509154142,88,-24.71,33.88,65.33,19.08
391,Pyt-Yakh,76,RU,1509154142,89,60.75,72.86,25.01,5.88
392,Jamestown,90,US,1509152160,50,42.1,-79.24,57.2,11.41
393,Hamilton,90,CA,1509152400,71,43.23,-79.95,57.2,6.93
394,Sabang,64,ID,1509154142,100,5.89,95.32,80.99,4.54
395,Castro,32,BR,1509153566,91,-24.79,-50.01,64.03,12.41
396,Amparihy,20,MG,1509148800,88,-25.02,46.97,73.4,6.93
397,Varnek,80,RU,1509153928,100,69.71,60.05,33.25,17.4
398,Bredasdorp,0,ZA,1509152400,76,-34.53,20.04,50.0,5.82
399,Jamestown,90,US,1509152160,50,42.1,-79.24,57.2,11.41
400,Rikitea,8,PF,1509153707,100,-23.12,-134.97,72.58,7.49
401,Bouca,12,CF,1509154143,53,6.51,18.27,81.53,6.82
402,Kapaa,1,US,1509152160,61,22.08,-159.32,82.4,8.05
403,Malatya,0,TR,1509151800,80,38.5,38.0,41.0,5.82
404,Khromtau,48,KZ,1509154144,89,50.25,58.43,23.98,15.39
405,Hithadhoo,0,MV,1509153706,100,-0.6,73.08,82.39,4.59
406,East London,92,ZA,1509153932,100,-33.02,27.91,60.97,2.46
407,Talnakh,20,RU,1509154144,80,69.49,88.4,8.18,4.21
408,Cape Town,0,ZA,1509152400,76,-33.93,18.42,50.0,6.93
409,Kodiak,1,US,1509151980,50,57.79,-152.41,51.8,7.78
410,Kamogata,75,JP,1509151200,100,34.53,133.58,62.6,4.7
411,Vostok,8,RU,1509154145,76,46.49,135.88,40.45,3.69
412,Mar del Plata,90,AR,1509148800,82,-38.0,-57.56,55.4,11.41
413,Albany,75,US,1509152040,46,42.65,-73.76,53.6,5.82
414,Hermanus,0,ZA,1509153712,81,-34.42,19.23,44.77,6.6
415,Mathura,0,IN,1509153778,61,27.5,77.68,63.13,2.75
416,Asau,90,RO,1509152400,93,46.43,26.4,50.0,12.75
417,Rikitea,8,PF,1509153707,100,-23.12,-134.97,72.58,7.49
418,Barenburg,75,DE,1509151800,87,52.62,8.8,50.0,14.99
419,Talnakh,20,RU,1509154144,80,69.49,88.4,8.18,4.21
420,Mar del Plata,90,AR,1509148800,82,-38.0,-57.56,55.4,11.41
421,Kashechewan,92,CA,1509154206,75,52.3,-81.62,36.98,9.24
422,Karaman,12,TR,1509154207,80,37.18,33.22,33.78,2.53
423,Filadelfia,32,PY,1509154208,61,-22.35,-60.03,81.57,13.38
424,Port Elizabeth,20,ZA,1509152400,81,-33.92,25.57,51.8,3.36
425,Hasaki,75,JP,1509150600,82,35.73,140.83,60.8,9.17
426,Port Elizabeth,20,ZA,1509152400,81,-33.92,25.57,51.8,3.36
427,Garissa,44,KE,1509154209,87,-0.45,39.64,72.44,4.5
428,Aginskoye,0,RU,1509154210,39,51.1,114.53,29.06,19.37
429,Bluff,0,NZ,1509153707,96,-46.6,168.33,53.77,2.46
430,Caravelas,92,BR,1509154210,100,-17.71,-39.25,77.7,20.83
431,Punta Arenas,75,CL,1509148800,93,-53.15,-70.92,44.6,10.29
432,Horta (Angústias),88,PT,1509153780,100,38.53,-28.64,64.75,12.82
433,Kavaratti,0,IN,1509153856,100,10.57,72.64,81.53,2.53
434,Tasiilaq,0,GL,1509151800,29,65.61,-37.64,48.2,20.8
435,Katsuura,75,JP,1509151200,77,35.13,140.3,60.8,11.41
436,Saint-Philippe,90,RE,1509152400,64,-21.36,55.77,73.4,4.7
437,Atuona,80,PF,1509153855,100,-9.8,-139.03,78.34,5.82
438,Gardner,1,US,1509152160,93,42.58,-72.0,48.2,4.61
439,Atbasar,92,KZ,1509153997,97,51.8,68.33,32.89,9.51
440,Nazare,68,BR,1509154211,85,-13.04,-39.01,75.23,5.5
441,Guerrero Negro,0,MX,1509154156,70,27.98,-114.06,73.39,9.13
442,Hobart,20,AU,1509152400,40,-42.88,147.33,71.6,8.05
443,Qaanaaq,68,GL,1509153927,100,77.48,-69.36,14.48,5.32
444,Boa Vista,0,BR,1509152400,70,2.82,-60.67,84.2,8.05
445,Cape Town,0,ZA,1509152400,76,-33.93,18.42,50.0,6.93
446,Kanigoro,12,ID,1509154212,84,-8.13,112.22,83.1,11.03
447,Punta Arenas,75,CL,1509148800,93,-53.15,-70.92,44.6,10.29
448,Thompson,90,CA,1509152400,76,55.74,-97.86,32.0,4.7
449,Hermanus,0,ZA,1509153712,81,-34.42,19.23,44.77,6.6
450,Bethel,1,US,1509152160,66,41.37,-73.41,59.0,5.82
451,Atuona,80,PF,1509153855,100,-9.8,-139.03,78.34,5.82
452,New Norfolk,20,AU,1509152400,40,-42.78,147.06,71.6,8.05
453,Starobesheve,92,UA,1509154075,98,47.75,38.03,48.68,9.4
454,Awbari,0,LY,1509154213,79,26.59,12.78,45.3,1.81
455,Hermanus,0,ZA,1509153712,81,-34.42,19.23,44.77,6.6
456,Vaini,75,TO,1509152400,83,-21.2,-175.2,82.4,2.24
457,Rikitea,8,PF,1509153707,100,-23.12,-134.97,72.58,7.49
458,Hovd,0,MN,1509154213,63,48.01,91.64,21.72,3.83
459,Rosarito,20,MX,1509152160,88,32.33,-117.03,80.6,6.93
460,Amparihy,20,MG,1509148800,88,-25.02,46.97,73.4,6.93
461,Kashechewan,92,CA,1509154206,75,52.3,-81.62,36.98,9.24
462,Amparihy,20,MG,1509148800,88,-25.02,46.97,73.4,6.93
463,Vaini,75,TO,1509152400,83,-21.2,-175.2,82.4,2.24
464,Tura,0,IN,1509154214,83,25.52,90.22,76.35,3.53
465,Chuy,92,UY,1509154005,99,-33.7,-53.46,62.32,17.85
466,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
467,Albany,75,US,1509152040,46,42.65,-73.76,53.6,5.82
468,Rebrikha,0,RU,1509154215,82,53.07,82.34,29.24,11.14
469,Bilibino,64,RU,1509153785,62,68.05,166.44,-8.79,2.53
470,Rocha,100,UY,1509154215,96,-34.48,-54.33,56.15,12.88
471,Tasiilaq,0,GL,1509151800,29,65.61,-37.64,48.2,20.8
472,Ostrovnoy,56,RU,1509154275,92,68.05,39.51,25.82,21.88
473,Kuytun,0,RU,1509154276,72,54.34,101.5,30.23,3.38
474,Rikitea,8,PF,1509153707,100,-23.12,-134.97,72.58,7.49
475,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
476,Necochea,0,AR,1509154276,97,-38.55,-58.74,49.8,9.01
477,Carnarvon,0,AU,1509154277,82,-24.87,113.63,70.82,17.18
478,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
479,Cape Town,0,ZA,1509152400,76,-33.93,18.42,50.0,6.93
480,Cape Town,0,ZA,1509152400,76,-33.93,18.42,50.0,6.93
481,Parrita,0,CR,1509152400,93,9.52,-84.32,66.2,6.93
482,Los Andes,0,CL,1509152400,55,-32.83,-70.6,62.6,13.87
483,Avarua,12,CK,1509153537,100,-21.21,-159.78,73.93,14.43
484,Kruisfontein,8,ZA,1509154278,100,-34.0,24.73,52.46,9.57
485,Tautira,20,PF,1509152400,70,-17.73,-149.15,84.2,13.87
486,Naze,75,JP,1509148800,88,28.37,129.48,80.6,20.8
487,Bagdarin,0,RU,1509154279,45,54.43,113.6,20.28,9.8
488,San Juan,12,PE,1509153710,100,-15.37,-75.16,59.89,12.93
489,Dalton,80,ZA,1509154279,84,-29.34,30.63,42.74,2.19
490,Port Macquarie,20,AU,1509152400,57,-31.43,152.92,75.2,5.82
491,Bredasdorp,0,ZA,1509152400,76,-34.53,20.04,50.0,5.82
492,Vaini,75,TO,1509152400,83,-21.2,-175.2,82.4,2.24
493,Jeddah,0,SA,1509152400,83,21.52,39.22,78.8,3.36
494,Teya,92,RU,1509154076,77,60.38,92.63,26.63,6.26
495,Chokurdakh,48,RU,1509154002,73,70.63,147.92,0.49,12.37
496,Ushuaia,20,AR,1509148800,70,-54.8,-68.3,46.4,8.05
497,Arrifes,40,PT,1509152400,94,37.77,-25.7,68.0,25.28
498,Pelym,32,RU,1509154280,90,61.01,62.0,16.77,4.72
499,Vesoul,90,FR,1509152400,100,47.63,6.17,35.6,4.27
